,belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,runtime,spoken_languages,title,vote_average,vote_count,year,day,month,cast,cast_size,crew_size,director
8292,"{'id': 304, 'name': ""Ocean's Collection"", 'poster_path': '/rMWeMGBftk6IxNW5mJVH8ZXAvuq.jpg', 'backdrop_path': '/vxmFb03PyjycekffLqXqFibbCzx.jpg'}",110000000.0,"['Thriller', 'Crime']",http://oceans12.warnerbros.com/,en,11.869347,"['Village Roadshow Pictures', 'Section Eight', 'Jerry Weintraub Productions', 'Warner Bros.', 'WV Films III']",['United States of America'],125.0,5,Ocean's Twelve,6.4,2169.0,2004.0,Thu,Dec,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones', 'Julia Roberts', 'Andy García', 'Casey Affleck', 'Scott Caan', 'Shaobo Qin', 'Bernie Mac', 'Don Cheadle', 'Matt Damon', 'Carl Reiner', 'Eddie Jemison', 'Elliott Gould', 'Robbie Coltrane', 'Jeroen Krabbé', 'Vincent Cassel', 'Eddie Izzard', 'Bruce Willis', 'Cherry Jones', 'Albert Finney', 'Adriano Giannini', 'Johan Widerberg', 'Luciano Miele', 'Antonio De Matteo', 'Giselda Volodi', 'Mattia Sbragia']",27,109,Steven Soderbergh
8293,"{'id': 735, 'name': 'Blade Collection', 'poster_path': '/ltjxGZP6aJrwjl7oOZiiZhFgkF1.jpg', 'backdrop_path': '/ev9QybDDzVSahJQdOb71ZuqNVAo.jpg'}",65000000.0,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']",http://www.warnerbros.com/blade-trinity,en,18.860681,"['New Line Cinema', 'Amen Ra Films', 'Shawn Danielle Productions Ltd.', 'Imaginary Forces', 'Marvel Enterprises', 'Peter Frankfurt Productions']",['United States of America'],123.0,2,Blade: Trinity,5.7,1276.0,2004.0,Wed,Dec,"['Wesley Snipes', 'Kris Kristofferson', 'Dominic Purcell', 'Jessica Biel', 'Ryan Reynolds', 'Parker Posey', 'Mark Berry', 'John Michael Higgins', 'Callum Keith Rennie', 'Paul Michael Lévesque', 'Paul Anthony', 'Françoise Yip', 'Michael Anthony Rawlins', 'James Remar', 'Natasha Lyonne', 'Ginger Broatch', 'Patton Oswalt', 'Eric Bogosian', 'Erica Cerra', 'Clay Cullen']",20,155,David S. Goyer
8294,,900000.0,['Comedy'],,en,2.738268,"['Paramount Pictures', 'Jerry Lewis Productions']",['United States of America'],72.0,1,The Bellboy,6.1,22.0,1960.0,Wed,Jul,"['Jerry Lewis', 'Alex Gerry', 'Milton Berle', 'Bob Clayton', 'Sonnie Sands', 'Eddie Shaeffer', 'Herkie Styles', 'David Landfield', 'Bill Richmond', 'Larry Best']",10,8,Jerry Lewis
8296,,3000000.0,"['Comedy', 'Romance']",,en,2.3950669999999996,"['Paramount Pictures', 'Jerry Lewis Productions']",['United States of America'],91.0,2,Cinderfella,6.7,25.0,1960.0,Sun,Dec,"['Jerry Lewis', 'Ed Wynn', 'Judith Anderson', 'Henry Silva', 'Robert Hutton', 'Count Basie', 'Joe Williams', 'Anna Maria Alberghetti']",8,2,Frank Tashlin
8304,,16000000.0,"['Drama', 'Music', 'Romance']",,en,1.054438,"['Overseas FilmGroup', 'Cinerenta Medienbeteiligungs KG', 'Seven Hills Pictures', 'Cinealpha KG']","['Germany', 'United States of America']",97.0,2,Stateside,5.6,12.0,2004.0,Sun,May,"['Rachael Leigh Cook', 'Jonathan Tucker', 'Agnes Bruckner', 'Val Kilmer', 'Joe Mantegna', 'Carrie Fisher', 'Diane Venora', 'Zena Grey', 'David Holcomb', 'Tony Hale']",10,11,Reverge Anselmo
8313,,19885552.0,"['Drama', 'Horror', 'Thriller', 'Mystery']",,en,6.118228,['Paramount Pictures'],['United States of America'],109.0,1,Fire in the Sky,6.5,128.0,1993.0,Fri,Mar,"['D. B. Sweeney', 'Robert Patrick', 'Craig Sheffer', 'Peter Berg', 'Henry Thomas', 'Bradley Gregg', 'Noble Willingham', 'Kathleen Wilhoite', 'James Garner', 'Georgia Emelin', 'Scott MacDonald', 'Wayne Grace', 'Kenneth White', 'Robert Covarrubias', 'Bruce Wright']",15,54,Robert Lieberman
8328,,17311.0,['Drama'],,en,0.680407,['Jesse L. Lasky Feature Play Company'],['United States of America'],59.0,0,The Cheat,4.8,11.0,1915.0,Mon,Dec,"['Fannie Ward', 'Jack Dean', 'Sessue Hayakawa', 'James Neill', 'Yutaka Abe', 'Dana Ong', 'Hazel Childers', 'Arthur H. Williams', 'Dick La Reno', 'Lucien Littlefield', 'Raymond Hatton']",11,8,Cecil B. DeMille
8343,,245000.0,"['Drama', 'Romance', 'War']",,en,2.0846270000000002,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],151.0,0,The Big Parade,7.0,22.0,1925.0,Thu,Nov,"['John Gilbert', 'Renée Adorée', 'Hobart Bosworth', 'Claire McDowell', 'Claire Adams', 'Robert Ober', ""Tom O'Brien"", 'Karl Dane', 'Kathleen Key', 'Rosita Marstini', 'Julanne Johnston']",11,10,King Vidor
8380,,200000.0,['Comedy'],,en,1.8407580000000001,['Paramount Pictures'],['United States of America'],66.0,1,She Done Him Wrong,5.2,28.0,1933.0,Thu,Feb,"['Mae West', 'Cary Grant', 'Owen Moore', 'Gilbert Roland', 'Noah Beery', 'David Landau', 'Rafaela Ottiano', 'Dewey Robinson', 'Rochelle Hudson', 'Tammany Young', 'Fuzzy Knight', 'Grace La Rue', 'Robert Homans', 'Louise Beavers']",14,4,Lowell Sherman
8394,,243000.0,['Drama'],,en,2.000496,['RKO Radio Pictures'],['United States of America'],91.0,1,The Informer,6.5,23.0,1935.0,Thu,May,"['Victor McLaglen', 'Heather Angel', 'Preston Foster', 'Margot Grahame', 'Wallace Ford', ""Una O'Connor"", 'J. M. Kerrigan', 'Joe Sawyer', 'Donald Meek']",9,4,John Ford
8425,,2000000.0,"['Adventure', 'Drama', 'Romance']",,en,1.52854,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],119.0,1,Boom Town,6.5,8.0,1940.0,Fri,Aug,"['Clark Gable', 'Spencer Tracy', 'Claudette Colbert', 'Hedy Lamarr', 'Frank Morgan', 'Lionel Atwill', 'Chill Wills', 'Bess Flowers', 'Marion Martin', 'Minna Gombell', 'Sara Haden', 'Joe Yule', 'Horace Murphy', 'Marietta Canty', 'Curt Bois', 'Richard Lane', 'George Lessey', 'Frank Orth', 'John Hamilton', 'Charles Coleman', 'Nell Craig', 'Byron Foulger', 'Harry Hayden', 'Eddy Waller', 'Roy Gordon', 'Casey Johnson', 'Baby Quintanilla', 'Frank McGlynn Sr.', 'Barbara Bedford', 'Hank Bell', 'Charles D. Brown', 'Ralph Bushman', 'Marietta Canty', 'Charles Coleman', 'James Conaty', 'Dick Curtis', 'Daisy', 'Helen Dickson', 'James Dime', 'Eddie Dunn', 'Franklyn Farnum', 'Pat Flaherty', 'Sam Garrett', 'George Guhl', 'Frank Hagney', 'William Halligan', 'John Hamilton', 'Tom Hanlon', 'Harry Hayden', 'Holmes Herbert', 'Howard C. Hickman', 'Earle Hodgins', 'Shep Houghton', 'Jack Ingram', 'Sheldon Jett', 'Robert Emmett Keane', 'Mitchell Lewis', 'Tom London', 'Frank McLure', 'Carlotta Monti', 'Philip Morris', 'John T. Murray', 'Wedgwood Nowell', 'Ted Oliver', 'Nestor Paiva', 'Milton Parsons', 'Lee Phelps', 'Henry Roquemore', 'Larry Steers', 'Bert Stevens', 'William Tannen', 'Eddy Waller', 'Harry Wilson', 'Tom Wilson', 'Douglas Wood']",75,20,Jack Conway
8446,,2627000.0,"['Drama', 'Romance', 'War']",,en,0.662665,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],120.0,1,A Guy Named Joe,6.0,8.0,1944.0,Wed,Mar,"['Spencer Tracy', 'Irene Dunne', 'Van Johnson', 'Ward Bond', 'James Gleason', 'Lionel Barrymore', 'Barry Nelson', 'Esther Williams', ""Henry O'Neill"", 'Don DeFore', 'Charles Smith', 'Addison Richards', 'Irving Bacon', 'Eve Whitney']",14,17,Victor Fleming
8484,,1243000.0,"['Action', 'Drama', 'Western']",,en,3.803268,"['Argosy Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],106.0,2,3 Godfathers,6.1,39.0,1948.0,Wed,Dec,"['John Wayne', 'Pedro Armendáriz', 'Harry Carey, Jr.', 'Ward Bond', 'Mae Marsh', 'Mildred Natwick', 'Jane Darwell', 'Guy Kibbee', 'Hank Worden', 'Ben Johnson', 'Dorothy Ford', 'Charles Halton', 'Jack Pennick', 'Fred Libby', 'Michael Dugan', 'Don Summers', 'Gertrude Astor', 'Richard Hageman', 'Nora Bush', 'Eva Novak', 'Charles Soldani', 'Ruth Clifford', 'Jack Curtis', 'Harry Tenbrook', 'Tex Driscoll', 'Jack Kenny', 'Jack Mower', 'Francis Ford', 'Cliff Lyons']",29,29,John Ford
8488,,2500000.0,['Western'],,en,5.499979,['RKO Radio Pictures'],['United States of America'],125.0,2,Fort Apache,6.8,68.0,1948.0,Fri,Mar,"['John Wayne', 'Henry Fonda', 'Shirley Temple', 'Pedro Armendáriz', 'Ward Bond', ""George O'Brien"", 'Victor McLaglen', 'Anna Lee', 'Irene Rich', 'Dick Foran', 'Guy Kibbee', 'Grant Withers', 'Jack Pennick', 'Ray Hyke', 'Movita', 'Miguel Inclán', 'Mary Gordon', 'Philip Kieffer', 'Mae Marsh', 'Hank Worden', 'John Agar', 'Frank Ferguson', 'Francis Ford', 'William Forrest', 'Archie Twitchell', 'Fred Graham', 'Cliff Clark', 'Jane Crowley', 'Brick Sullivan', 'Frank McGrath', 'Phil Schumacher', 'Mickey Simpson', 'Harry Tenbrook']",33,27,John Ford
8493,,3700000.0,"['Music', 'Romance']",,en,1.8301779999999999,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],102.0,1,The Pirate,6.6,17.0,1948.0,Fri,Jun,"['Judy Garland', 'Gene Kelly', 'Walter Slezak', 'Gladys Cooper', 'Reginald Owen', 'George Zucco', 'Lester Allen', 'Lola Deem', 'Ellen Ross', 'Mary Jo Ellis', 'Marie Windsor', 'Oliver Blake']",12,6,Vincente Minnelli
8504,,3768785.0,"['Action', 'Comedy', 'Music', 'Romance', 'Western']",,en,2.090588,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],107.0,1,Annie Get Your Gun,7.3,22.0,1950.0,Wed,May,"['Betty Hutton', 'Howard Keel', 'Louis Calhern', 'J. Carrol Naish', 'Edward Arnold', 'Keenan Wynn']",6,4,George Sidney
8568,,3500000.0,['Drama'],,en,3.473993,['Warner Bros.'],['United States of America'],149.0,1,The Nun's Story,7.4,46.0,1959.0,Thu,Jun,"['Audrey Hepburn', 'Peter Finch', 'Peggy Ashcroft', 'Dean Jagger', 'Mildred Dunnock', 'Beatrice Straight', 'Colleen Dewhurst', 'Edith Evans', 'Patricia Collinge', 'Rosalie Crutchley', ""Barbara O'Neil"", 'Ruth White', 'Lionel Jeffries', 'Orlando Martins', 'Patricia Bosworth', 'Stephen Murray', 'Niall MacGinnis', 'Eva Kotthaus', 'Molly Urquhart', 'Dorothy Alison', 'Jeanette Sterke', 'Errol John', 'Diana Lambert', 'Penelope Horner', 'Charles Lamb', 'Ave Ninchi', ""Richard O'Sullivan"", 'Frank Singuineau', 'Elsa Albani', 'Gabriella Andreini', 'Juan Aymerich', 'Grazia De Rossi', 'Giovanna Galletti']",33,25,Fred Zinnemann
8587,,15000.0,['Horror'],,en,1.2742280000000001,['Fairway International Pictures'],['United States of America'],90.0,1,Eegah,2.8,18.0,1962.0,Fri,Jun,"['Arch Hall Jr.', 'Richard Kiel', 'Marilyn Manning', 'Arch Hall Sr.', 'Bob Davis', 'Ray Dennis Steckler', 'Carolyn Brandt']",7,7,Arch Hall Sr.
8591,,19000000.0,"['Adventure', 'Drama', 'History']",,en,5.857488,"['Metro-Goldwyn-Mayer (MGM)', 'Arcola Pictures']",['United States of America'],178.0,2,Mutiny on the Bounty,6.5,68.0,1962.0,Thu,Nov,"['Trevor Howard', 'Marlon Brando', 'Richard Harris', 'Hugh Griffith', 'Percy Herbert', 'Gordon Jackson', 'Chips Rafferty', 'Noel Purcell', 'Eddie Byrne', 'Tim Seely']",10,10,Lewis Milestone
8622,,800000.0,"['Drama', 'War', 'History']",,it,11.322173,"['Igor Film', 'Casbah Film']","['Italy', 'Algeria']",121.0,4,The Battle of Algiers,7.8,167.0,1966.0,Thu,Sep,"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Ugo Paletti', 'Fusia El Kader', 'Samia Kerbash', 'Mohamed Ben Kassen', 'Gene Wesson']",8,30,Gillo Pontecorvo
8624,"{'id': 123724, 'name': 'Dracula (Hammer Series)', 'poster_path': '/n5SozLvdQZ7cYJb22ZIwNw1DzSg.jpg', 'backdrop_path': '/hybYYwBqaomfePU3uaiJfpg7ykC.jpg'}",280379.0,['Horror'],,en,8.913793,"['Seven Arts Productions', 'Hammer Film Productions']",['United Kingdom'],90.0,1,Dracula: Prince of Darkness,6.1,54.0,1966.0,Sun,Jan,"['Christopher Lee', 'Barbara Shelley', 'Andrew Keir', 'Francis Matthews', 'Suzan Farmer', 'Thorley Walters', 'Philip Latham', 'Charles Tingwell', 'Walter Brown', 'George Woodbridge', 'Philip Ray', 'Joyce Hemson', 'John Maxim', 'Jack Lambert']",14,14,Terence Fisher
8631,,3800000.0,"['War', 'Western']",,en,3.055936,"['Columbia Pictures Corporation', 'Jerry Bresler Productions']",['United States of America'],123.0,3,Major Dundee,6.2,41.0,1965.0,Wed,Apr,"['Charlton Heston', 'Richard Harris', 'Jim Hutton', 'James Coburn', 'Michael Anderson Jr.', 'Senta Berger', 'Mario Adorf', 'Brock Peters', 'Warren Oates', 'Ben Johnson', 'R. G. Armstrong', 'Slim Pickens', 'Karl Swenson', 'Michael Pate']",14,12,Sam Peckinpah
8635,,5800000.0,"['Action', 'Drama', 'Thriller', 'War']",,en,4.412564,"['Les Productions Artistes Associés', 'Les Films Ariane', 'Dear Film Produzione']","['France', 'United States of America']",133.0,2,The Train,7.2,74.0,1964.0,Mon,Sep,"['Burt Lancaster', 'Paul Scofield', 'Jeanne Moreau', 'Suzanne Flon', 'Michel Simon', 'Wolfgang Preiss', 'Albert Rémy', 'Charles Millot', 'Richard Münch', 'Jean-Pierre Zola', 'Jacques Marin', 'Paul Bonifas', 'Jean Bouchaud', ""Donald O'Brien"", 'Arthur Brauss', 'Jean-Claude Bercq', 'Howard Vernon', 'Louis Falavigna', 'Richard Bailey', 'Christian Fuin', 'Helmo Kindermann', 'Roger Lumont', 'Gérard Buhr', 'Christian Rémy']",24,14,John Frankenheimer
8651,,747000.0,"['Mystery', 'Drama', 'Romance', 'Thriller', 'Crime']",,fr,2.775402,"['Les Films du Carrosse', 'Les Productions Artistes Associés', 'Dino de Laurentiis Cinematografica']","['France', 'Italy']",107.0,1,The Bride Wore Black,7.3,41.0,1968.0,Fri,Mar,"['Jeanne Moreau', 'Michel Bouquet', 'Jean-Claude Brialy', 'Charles Denner', 'Claude Rich', 'Michael Lonsdale', 'Daniel Boulanger', 'Alexandra Stewart', 'Sylvine Delannoy', 'Luce Fabiole', 'Michèle Montfort', 'Paul Pavel', 'Serge Rousseau', 'Van Doude', 'Christophe Bruno', 'Jacques Robiolles', 'Gilles Quéant']",17,10,François Truffaut
8653,,2500000.0,"['Action', 'Crime', 'Drama', 'Thriller']",,en,5.352165,"['Metro-Goldwyn-Mayer (MGM)', 'Winkler Films']",['United States of America'],92.0,1,Point Blank,7.1,97.0,1967.0,Wed,Aug,"['Lee Marvin', 'Angie Dickinson', 'Keenan Wynn', ""Carroll O'Connor"", 'Lloyd Bochner', 'Michael Strong', 'John Vernon', 'Sharon Acker', 'James Sikking', 'Sandra Warner', 'Roberta Haynes', 'Kathleen Freeman', 'Victor Creatore', 'Lawrence Hauben', 'Susan Holloway', 'Sid Haig', 'Michael Bell', 'Priscilla Boyd', 'John McMurtry', 'Ron Walters', 'George Strattan', 'Nicole Rogell', 'Rico Cattani', 'Roland La Starza', 'Roseann Williams']",25,30,John Boorman
8702,,7000000.0,"['Drama', 'Romance']",,en,6.258456,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],113.0,1,Zabriskie Point,7.1,78.0,1970.0,Mon,Feb,"['Mark Frechette', 'Daria Halprin', 'Paul Fix', 'G. D. Spradlin', 'Bill Garaway', 'Kathleen Cleaver', 'Rod Taylor', 'Kenner G. Kemp', 'Harrison Ford']",9,14,Michelangelo Antonioni
8718,,150000.0,"['Action', 'Drama', 'Romance']",http://www.sonyclassics.com/badass/,en,1.4351479999999999,['Yeah'],['United States of America'],97.0,1,Sweet Sweetback's Baadasssss Song,4.7,19.0,1971.0,Fri,Apr,"['Simon Chuckster', 'Melvin Van Peebles', 'Hubert Scales', 'Mario Van Peebles', 'John Dullaghan', 'John Amos', 'Lavelle Roby', 'Rhetta Hughes', 'Norman Fields', 'Joe Tornatore', 'Mikel Angel', 'William Kirschner', 'Vincent Barbi', 'Chesley Noone']",14,8,Melvin Van Peebles
8776,,2500000.0,"['Crime', 'Mystery', 'Thriller']",,en,3.875842,"['ITC Entertainment', 'E.K.']",['United States of America'],95.0,1,"Farewell, My Lovely",6.8,26.0,1975.0,Fri,Aug,"['Robert Mitchum', 'Charlotte Rampling', 'Sylvia Miles', 'John Ireland', 'Anthony Zerbe', 'Harry Dean Stanton', 'Jimmy Thompson', 'Joe Spinell', 'Sylvester Stallone', 'Kate Murtagh', ""Jack O'Halloran"", ""John O'Leary"", 'Walter McGinn', 'Burton Gilliam', 'Jim Thompson', 'Jimmy Archer', 'Cheryl Smith', 'Mark Allen']",18,9,Dick Richards
8800,,6500000.0,"['Comedy', 'Crime', 'Romance', 'Thriller']",,en,8.254209,"['Twentieth Century Fox Film Corporation', 'Frank Yablans Presentations', 'Miller-Milkis Productions']",['United States of America'],114.0,1,Silver Streak,6.8,101.0,1976.0,Fri,Dec,"['Gene Wilder', 'Jill Clayburgh', 'Richard Pryor', 'Patrick McGoohan', 'Ned Beatty', 'Clifton James', 'Ray Walston', 'Stefan Gierasch', 'Len Birman', 'Valerie Curtin', 'Lucille Benson', 'Scatman Crothers', 'Richard Kiel', 'Fred Willard', 'Delos V. Smith Jr.', 'Mathilda Calnan', 'Nick Stewart', 'Margarita García', 'Henry Beckman', 'Steve Weston', 'Harvey Atkin', 'Lloyd White', 'Ed McNamara', 'Raymond Guth', 'John Daheim', ""Jack O'Leary"", 'Lee McLaughlin', 'Bill Henderson', 'Tom Erhart', 'Gordon Hurst', 'J.A. Preston']",31,16,Arthur Hiller
8805,,3400000.0,"['Comedy', 'Music']",,en,5.101153,"['Twentieth Century Fox Film Corporation', 'Crossbow Productions']",['United States of America'],94.0,2,High Anxiety,6.5,86.0,1977.0,Sun,Dec,"['Mel Brooks', 'Madeline Kahn', 'Cloris Leachman', 'Harvey Korman', 'Ron Carey', 'Howard Morris', 'Dick Van Patten', 'Jack Riley', 'Charlie Callas', 'Ron Clark', 'Rudy De Luca', 'Barry Levinson', 'Billy Sands']",13,10,Mel Brooks
8811,,22000000.0,"['Action', 'Thriller', 'Adventure']",,en,13.966833,"['Paramount Pictures', 'Universal Pictures', 'Film Properties International N.V.']",['United States of America'],121.0,4,Sorcerer,7.5,104.0,1977.0,Fri,Jun,"['Roy Scheider', 'Bruno Cremer', 'Francisco Rabal', 'Amidou', 'Ramon Bieri', 'Peter Capell', 'Karl John', 'Friedrich von Ledebur', 'Chico Martínez', 'Joe Spinell', 'Rosario Almontes', 'Richard Holley', 'Anne-Marie Deschott', 'Jean-Luc Bideau']",14,9,William Friedkin
8832,,9000000.0,"['Action', 'Adventure', 'Comedy']",,en,3.336115,['Warner Bros.'],['United States of America'],103.0,1,The In-Laws,6.7,26.0,1979.0,Fri,Jun,"['Peter Falk', 'Alan Arkin', 'Richard Libertini', 'Nancy Dussault', 'Penny Peyser', 'Arlene Golonka', 'Michael Lembeck', 'Paul L. Smith', 'Ed Begley Jr.', 'James Hong', 'David Paymer', 'Rosanna DeSoto', 'Art Evans', 'Carmen Dragon']",14,8,Arthur Hiller
8843,,48740.0,"['Romance', 'Family', 'Animation', 'Drama']",,sv,0.545722,"['Sandrews', 'Svenska Filminstitutet (SFI)', 'Treklövern HB', 'Team Film AB']",['Sweden'],81.0,2,Peter-No-Tail,5.7,7.0,1981.0,Fri,Dec,"['Mats Åhlfeldt', 'Ewa Fröling', 'Ernst-Hugo Järegård', 'Carl Billquist', 'Björn Gustafson', 'Wallis Grahn', 'Lena-Pia Bernhardsson', 'Charlie Elvegård', 'Åke Lagergren', 'Nils Eklund', 'Jan Sjödin', 'Eddie Axberg', 'Helena Brodin', 'Axel Düberg']",14,9,Jan Gissberg
8849,,22000000.0,"['Science Fiction', 'Action', 'Thriller', 'Crime', 'Drama']",,en,10.456371,"['Columbia Pictures Corporation', 'Rastar Pictures']",['United States of America'],109.0,1,Blue Thunder,5.9,117.0,1983.0,Sat,Feb,"['Roy Scheider', 'Warren Oates', 'Candy Clark', 'Daniel Stern', 'Paul Roebling', 'David Sheiner', 'Malcolm McDowell', 'Joe Santos', 'Ed Bernard', 'James Murtaugh', 'Phil Feldman', 'Mario Machado', 'James Read', 'Thomas Rosales, Jr.']",14,18,John Badham
8863,,10000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Romance']",http://www.rumblefishdvd.com/,en,8.20519,['Universal Pictures'],['United States of America'],94.0,1,Rumble Fish,6.8,141.0,1983.0,Thu,Oct,"['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Dennis Hopper', 'Diana Scarwid', 'Vincent Spano', 'Nicolas Cage', 'Chris Penn', 'Laurence Fishburne', 'William Smith', 'Michael Higgins', 'Tom Waits', 'Sofia Coppola', 'Tracey Walter', 'Glenn Withrow', 'S.E. Hinton', 'Kristi Somers']",17,11,Francis Ford Coppola
8870,,10000000.0,"['Drama', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']",,en,5.836054,['Warner Bros.'],['United States of America'],101.0,4,Twilight Zone: The Movie,6.2,164.0,1983.0,Fri,Jun,"['Albert Brooks', 'Vic Morrow', 'John Larroquette', 'John Lithgow', 'Dan Aykroyd', 'Scatman Crothers', 'Donna Dixon', 'Bill Mumy', 'Burgess Meredith', 'Rod Serling', 'Kathleen Quinlan', 'Dick Miller', 'Al Leong', 'Helen Shaw', 'Priscilla Pointer', 'Nancy Cartwright', 'Cherie Currie', 'Christina Nigra', 'Kevin McCarthy']",19,8,Steven Spielberg
8890,,9000000.0,"['Drama', 'Romance']",,en,10.941991,"['Paramount Pictures', 'Jaffe-Lansing']",['United States of America'],108.0,1,Racing with the Moon,5.8,15.0,1984.0,Fri,Mar,"['Sean Penn', 'Nicolas Cage', 'Elizabeth McGovern', 'John Karlen', 'Rutanya Alda', 'Max Showalter', 'Crispin Glover', 'Carol Kane']",8,10,Richard Benjamin
8899,,3400000.0,"['Comedy', 'Drama', 'Romance']",,en,0.40319,"['New South Wales Film Corp.', 'Window III Productions']",['Australia'],112.0,1,Bliss,5.2,5.0,1985.0,Fri,Oct,"['Barry Otto', 'Lynette Curran', 'Helen Jones', 'Gia Carides', 'Miles Buchanan', 'Jeff Truman', 'Tim Robertson', 'Bryan Marshall', 'Jon Ewing', 'Kerry Walker', 'Paul Chubb', 'Sarah De Teliga', 'Saskia Post', 'George Whaley', 'Robert Menzies', 'Tommy Dysart', 'John Doyle']",17,1,Ray Lawrence
8907,,5000000.0,['Drama'],,en,8.591834,"['Lucasfilm', 'American Zoetrope', 'Tristone Entertainment Inc.', 'M Company']","['Japan', 'United States of America']",121.0,2,Mishima: A Life in Four Chapters,7.7,37.0,1985.0,Wed,May,"['Ken Ogata', 'Gô Rijû', 'Masato Aizawa', 'Masayuki Shionoya', 'Hiroshi Mikami', 'Junya Fukuda', 'Shigeto Tachihara', 'Junkichi Orimoto', 'Yuki Nagahara', 'Kyuzo Kobayashi', 'Yuki Kitazume', 'Haruko Kato', 'Yasosuke Bando', 'Hisako Manda', 'Naomi Oki', 'Miki Takakura', 'Imari Tsujikoichi Sato', 'Koichi Sato', 'Kenji Sawada', 'Reisen Lee', 'Setsuko Karasuma', 'Tadanori Yokoo', 'Yasuaki Kurata', 'Mitsuru Hirata', 'Toshiyuki Nagashima', 'Hiroshi Katsuno', 'Naoya Makoto', 'Hiroki Ida', 'Jun Negami', 'Ryô Ikebe', 'Toshio Hosokawa', 'Hideo Fukuhara', 'Yosuke Mizuno', 'Eimei Esumi', 'Minoru Hodaka', 'Shôichirô Sakata', 'Alan Poul', 'Ren Ebata', 'Yasuhiro Arai', 'Fumio Mizushima', 'Shinji Miura', 'Yuichi Sato', 'Sachiko Akagi', 'Tsutomu Harada', 'Mami Okamoto', 'Atsushi Takayama', 'Kimiko Ito', 'Kojiro Oka', 'Tatsuya Hiragaki', 'Shinichi Nosaka', 'Sachiko Hidari', 'Roy Scheider', 'Chishu Ryu', 'Naoko Ôtani']",54,13,Paul Schrader
8920,,15000000.0,"['Comedy', 'Drama', 'Romance']",,en,4.079853,['Warner Bros.'],['United States of America'],96.0,1,Club Paradise,4.3,20.0,1986.0,Fri,Jul,"['Robin Williams', ""Peter O'Toole"", 'Rick Moranis', 'Jimmy Cliff', 'Twiggy', 'Adolph Caesar', 'Eugene Levy', 'Joanna Cassidy', 'Andrea Martin', 'Brian Doyle-Murray', 'Joe Flaherty', 'Steven Kampmann', 'Robin Duke', 'Mary Gross', 'Bruce McGill']",15,21,Harold Ramis
8928,,25000000.0,['Science Fiction'],,en,1.278665,"['Brooksfilms', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],94.0,1,Solarbabies,5.1,12.0,1986.0,Wed,Nov,"['Richard Jordan', 'Jami Gertz', 'Jason Patric', 'Lukas Haas', 'James Le Gros', 'Claude Brooks', 'Peter DeLuise', 'Peter Kowanko', 'Adrian Pasdar', 'Sarah Douglas', 'Charles Durning', 'Frank Converse', 'Terrence Mann', 'Alexei Sayle', 'Bruce Payne']",15,47,Alan Johnson
8938,,3000000.0,['Horror'],http://www.theofficialjohncarpenter.com/prince-of-darkness/,en,8.587231,"['Universal Pictures', 'Carolco Pictures', 'Alive Films', 'Larry Franco Productions']",['United States of America'],101.0,2,Prince of Darkness,6.6,192.0,1987.0,Fri,Oct,"['Donald Pleasence', 'Lisa Blount', 'Victor Wong', 'Jameson Parker', 'Dennis Dun', 'Susan Blanchard', 'Anne Marie Howard', 'Ann Yen', 'Ken Wright', 'Dirk Blocker', 'Jessie Lawrence Ferguson', 'Peter Jason', 'Robert Grasmere', 'Thom Bray', 'Joanna Merlin', 'Alice Cooper', 'Betty Ramey']",17,17,John Carpenter
